"id","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"WSM",16.7312,16.5402,16.1608,15.7865,15.4174,15.0534,14.6945,14.3409,13.9925,13.6494,13.3117,12.9794,12.6525,12.3307,12.0137,11.7008,11.3914,11.0851,10.7816,10.4808,10.1827,9.8874,9.5957,9.3079,9.0245,8.7458,8.4723,8.2038,7.9404,7.6818,7.428,7.1786,6.9333,6.6915,6.453,6.2166,5.9816,5.7478,5.5159,5.287,5.0624,4.8439,4.6332,4.432,4.2418,4.0645,3.9015,3.7523,3.6154,3.4892,3.3711,3.2579,3.1469,3.0363,2.9253,2.8139,2.7031,2.5956,2.4937,2.3987,2.3119,2.2347,2.1666,2.1071,2.0554,2.0103
"YEM",37.2973,37.215,37.0809,37.0076,36.9952,37.041,37.1348,37.2631,37.3994,37.4979,37.5059,37.37,37.0404,36.4895,35.721,34.767,33.6836,32.5476,31.4229,30.3419,29.3195,28.3485,27.3963,26.4377,25.4695,24.4869,23.4873,22.477,21.4657,20.4632,19.4798,18.5253,17.6098,16.7439,15.9373,15.2015,14.545,13.9653,13.4563,13.0123,12.625,12.2845,11.978,11.6934,11.4214,11.1593,10.9099,10.6759,10.4548,10.2374,10.0053,9.7375,9.4247,9.066,8.668,8.2482,7.831,7.4418,7.0999,6.8134,6.5835,6.4027,6.2525,6.1168,5.9883,5.8623
"ZAF",20.4391,20.101,19.4481,18.8422,18.2831,17.7708,17.3049,16.8837,16.5048,16.1642,15.8563,15.5741,15.3081,15.0474,14.7807,14.493,14.1706,13.8112,13.417,12.9924,12.5483,12.1005,11.6653,11.255,10.8749,10.5249,10.1987,9.8846,9.5736,9.263,8.9506,8.6357,8.3231,8.0184,7.726,7.4491,7.1896,6.9516,6.7408,6.5645,6.4341,6.3612,6.3488,6.395,6.4947,6.6437,6.8365,7.0572,7.2861,7.5043,7.6931,7.8371,7.928,7.9572,7.915,7.786,7.5573,7.237,6.8426,6.3936,5.9189,5.4503,5.0151,4.6347,4.3223,4.0828
"ZMB",25.8513,25.6483,25.245,24.8472,24.4548,24.0681,23.6874,23.3129,22.9453,22.5859,22.2357,21.8954,21.5647,21.2417,20.9225,20.5979,20.2572,19.8955,19.513,19.1145,18.7074,18.3018,17.9122,17.5528,17.2342,16.967,16.7577,16.6042,16.5025,16.4508,16.4484,16.4942,16.5799,16.6941,16.8252,16.9638,17.1032,17.2357,17.3504,17.4343,17.4765,17.4696,17.4104,17.2938,17.1121,16.8512,16.4971,16.0517,15.5248,14.9303,14.2878,13.6198,12.9504,12.3016,11.6894,11.1242,10.6075,10.1289,9.6799,9.2597,8.8678,8.5039,8.1665,7.8529,7.5608,7.2873
"ZWE",19.9025,19.7081,19.3231,18.9456,18.5755,18.2129,17.858,17.511,17.1724,16.843,16.5236,16.2151,15.9178,15.6317,15.356,15.09,14.8336,14.5844,14.3395,14.0956,13.85,13.6007,13.3457,13.082,12.8061,12.51,12.1853,11.8317,11.4535,11.0582,10.6566,10.261,9.8856,9.5431,9.2431,8.9917,8.7907,8.6344,8.5182,8.4416,8.4068,8.4166,8.4691,8.5595,8.6808,8.831,9.0095,9.208,9.4119,9.6035,9.759,9.855,9.8788,9.8233,9.6855,9.4652,9.1683,8.8163,8.4326,8.036,7.6463,7.2803,6.9456,6.6476,6.3919,6.1797
"ATA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
